RA,DEC,VMAG,BSC_NEIGHBOR_DEG,MY_BSC_ID
1.29125,45.22916666666667,6.699999809265137,0.7813575961862593,0
1.2658333333333334,-0.5030555555555556,6.199999809265137,2.096913981452668,1
1.3337499999999998,-5.7075000000000005,4.599999904632568,0.8936070339188127,2
1.425,13.39611111111111,5.5,2.487573143843409,3
1.5666666666666669,58.43666666666666,5.900000095367432,0.8066445673345586,4
1.5791666666666668,-49.075,5.699999809265137,0.9005605702791046,5
1.6104166666666668,64.19611111111111,5.5,0.6455840380796979,6
1.6533333333333333,29.02138888888889,6.099999904632568,0.3940201638390456,7
1.70875,-23.1075,6.099999904632568,0.6369940704754106,8
1.8258333333333332,-17.386388888888888,6.099999904632568,0.35474105981360293,9
1.9337500000000003,-2.548888888888889,6.400000095367432,0.15430068583582662,10
1.9450000000000003,-22.50888888888889,5.900000095367432,0.6369940704754106,11
2.0145833333333334,-33.529444444444444,5.599999904632568,1.7740048169646299,12
2.050416666666667,-2.447777777777778,6.0,0.15430068583582662,13
2.097083333333333,29.090555555555554,2.0,0.3940201638390456,14
2.0725,-8.823888888888888,5.900000095367432,1.7955323661567013,15
2.1708333333333334,36.626666666666665,6.099999904632568,1.3503982721649985,16
2.1391666666666667,-17.5775,6.0,0.35474105981360293,17
2.2175000000000002,25.462777777777777,6.199999809265137,1.4793632179479774,18
2.334166666666667,79.71472222222222,6.0,2.2798735744508116,19
2.294583333333333,59.14972222222222,2.200000047683716,0.8066445673345586,20
2.2600000000000002,18.211944444444445,5.5,2.3882375262260713,21
2.2600000000000002,-54.00194444444445,6.300000190734863,1.9623208537895585,22
2.3375,-27.98777777777778,5.400000095367432,0.5260183673256535,23
2.3529166666666668,-45.7475,3.799999952316284,2.168713952171896,24
2.509583333333333,11.145555555555555,5.5,2.0238746333253657,25
2.580416666666667,46.07222222222222,5.0,1.2340044944546422,26
2.62375,57.16555555555556,6.699999809265137,1.390283007625981,27
2.578333333333333,-5.248611111111111,5.800000190734863,1.3211514103839663,28
2.5087499999999996,-82.2238888888889,5.199999809265137,0.4272946084991869,29
2.6783333333333332,-12.58,5.800000190734863,2.5694106745181737,30
2.660833333333333,-73.22444444444444,6.599999904632568,0.5533078128461331,31
2.81625,-15.468055555555555,4.800000190734863,1.9758906178388644,32
2.8933333333333335,-27.799722222222226,5.400000095367432,0.5260183673256535,33
2.933333333333333,-35.13305555555556,5.199999809265137,0.7010008113324733,34
2.99625,48.152499999999996,6.099999904632568,0.8874455129008716,35
3.0416666666666665,-17.938333333333333,5.199999809265137,0.9321667922489467,36
3.2100000000000004,37.69333333333333,6.699999809265137,1.2941066399259722,37
3.3091666666666666,15.18361111111111,2.799999952316284,2.5551153021559685,38
3.35,26.987222222222222,6.300000190734863,0.4937224108049861,39
3.3783333333333334,41.03527777777778,5.699999809265137,1.2073863420006519,40
3.425416666666667,-26.021944444444443,5.900000095367432,0.26289512747952065,41
